城市,日期,质量等级,AQI,AQI排名,PM2.5,PM10,So2,No2,Co,O3
兰州,2017-8-17,良,54,220,20,58,5,32,1,63
兰州,2017-8-18,良,57,237,22,62,7,35,1,59
兰州,2017-8-19,良,56,250,22,62,6,27,1,59
兰州,2017-8-20,优,42,119,17,33,3,21,0,74
兰州,2017-8-21,优,48,141,26,49,5,36,1,47
兰州,2017-8-22,优,42,93,15,25,4,23,1,82
兰州,2017-8-23,优,41,120,27,37,5,26,1,65
兰州,2017-8-24,良,60,291,37,66,9,45,1,31
兰州,2017-8-25,优,46,182,31,44,8,35,1,29
兰州,2017-8-26,优,39,116,22,36,5,29,1,60
兰州,2017-8-27,良,53,237,29,56,8,41,1,36
兰州,2017-8-28,优,47,213,28,46,6,38,1,47
兰州,2017-8-29,优,42,199,22,41,6,33,1,57
兰州,2017-8-30,良,65,339,34,77,7,44,1,47
兰州,2017-8-31,良,92,352,51,112,10,49,1,72
兰州,2017-9-1,良,58,233,26,65,7,36,1,65
兰州,2017-9-2,良,75,306,34,91,9,50,1,58
兰州,2017-9-3,良,76,315,30,92,9,46,1,66
兰州,2017-9-4,良,60,268,25,67,8,31,0,60
兰州,2017-9-5,良,58,254,26,66,6,38,0,55
兰州,2017-9-6,良,71,320,31,84,12,45,1,59
兰州,2017-9-7,良,80,321,37,109,14,54,1,61
兰州,2017-9-8,良,54,182,26,56,6,50,0,32
兰州,2017-9-9,良,60,206,26,68,5,30,0,58
兰州,2017-9-10,良,78,341,32,100,12,49,1,59
兰州,2017-9-11,良,93,354,40,122,20,59,1,73
兰州,2017-9-12,良,73,272,30,94,8,40,1,53
兰州,2017-9-13,良,68,222,32,84,6,34,1,52
兰州,2017-9-14,良,68,231,39,83,9,41,1,49
兰州,2017-9-15,良,71,239,40,86,8,41,1,58
兰州,2017-9-16,良,56,145,26,58,7,35,1,82
兰州,2017-9-17,良,79,255,39,92,13,43,1,72
兰州,2017-9-18,良,63,147,39,73,11,46,1,40
兰州,2017-9-19,良,56,141,37,60,6,45,1,49
兰州,2017-9-20,良,72,281,43,89,10,53,1,54
兰州,2017-9-21,良,71,255,38,88,10,50,1,53
兰州,2017-9-22,良,74,271,39,96,20,51,1,52
兰州,2017-9-23,良,63,207,31,74,9,42,1,36
兰州,2017-9-24,良,74,286,40,96,10,47,1,47
兰州,2017-9-25,良,93,334,50,134,12,43,1,58
兰州,2017-9-26,良,69,297,39,87,5,29,1,60
兰州,2017-9-27,良,70,329,36,82,9,39,1,70
兰州,2017-9-28,良,82,341,37,110,15,55,1,67
兰州,2017-9-29,良,76,292,33,100,15,51,1,49
兰州,2017-9-30,良,75,286,36,97,13,45,1,60
兰州,2017-10-1,轻度污染,107,348,53,157,12,47,1,83
兰州,2017-10-2,轻度污染,115,357,50,178,6,17,0,75
兰州,2017-10-3,良,56,325,32,61,5,31,1,65
兰州,2017-10-5,良,60,316,35,68,9,36,1,45
兰州,2017-10-6,良,52,201,29,55,8,29,1,30
兰州,2017-10-7,良,58,193,28,64,9,32,1,54
兰州,2017-10-8,良,59,205,29,68,5,16,0,73
兰州,2017-10-9,优,33,82,19,30,4,21,0,60
兰州,2017-10-10,良,56,278,39,54,9,35,1,45
兰州,2017-10-11,良,78,353,57,83,16,40,1,40
兰州,2017-10-12,良,72,338,46,91,12,50,1,37
兰州,2017-10-13,良,78,314,51,99,18,55,1,21
兰州,2017-10-14,良,72,284,51,83,12,51,1,37
兰州,2017-10-15,良,98,321,69,129,17,66,2,28
兰州,2017-10-16,良,62,259,38,72,8,42,1,30
兰州,2017-10-17,优,40,159,25,38,6,33,1,39
兰州,2017-10-18,良,59,258,38,69,10,46,1,48
兰州,2017-10-19,良,70,245,43,89,11,55,1,37
兰州,2017-10-20,良,72,233,44,92,12,46,1,33
兰州,2017-10-21,良,79,247,39,107,12,49,1,36
兰州,2017-10-22,良,90,279,48,129,20,61,2,31
兰州,2017-10-23,良,73,231,37,94,12,49,1,38
兰州,2017-10-24,良,60,118,34,66,11,44,1,18
兰州,2017-10-25,良,61,110,39,69,13,45,1,29
兰州,2017-10-26,良,82,197,50,111,16,66,1,40
兰州,2017-10-27,良,91,215,54,131,16,53,1,54
兰州,2017-10-28,良,69,119,26,86,12,33,1,59
兰州,2017-10-29,良,83,257,41,114,14,44,1,39
兰州,2017-10-30,良,91,326,52,129,19,60,2,26
兰州,2017-10-31,良,94,287,56,137,24,69,2,25
兰州,2017-11-1,轻度污染,103,266,65,151,29,80,2,35
兰州,2017-11-2,良,97,205,57,143,27,72,2,39
兰州,2017-11-3,轻度污染,122,292,59,192,30,70,2,35
兰州,2017-11-4,轻度污染,118,329,68,184,36,75,2,32
兰州,2017-11-5,轻度污染,106,292,73,158,27,78,2,39
兰州,2017-11-6,良,92,211,55,132,25,56,2,42
兰州,2017-11-7,良,86,142,50,119,25,67,1,43
兰州,2017-11-8,轻度污染,102,223,62,153,33,81,2,26
兰州,2017-11-9,轻度污染,109,280,45,165,16,40,1,46
兰州,2017-11-10,良,93,288,41,134,18,47,1,35
兰州,2017-11-11,良,98,346,61,143,26,58,2,35
兰州,2017-11-12,良,76,260,39,100,19,45,1,48
兰州,2017-11-13,良,75,231,38,97,22,52,1,46
兰州,2017-11-14,良,84,277,47,116,26,67,1,34
兰州,2017-11-15,良,100,298,61,147,32,74,2,24
兰州,2017-11-16,轻度污染,118,311,82,176,34,78,2,29
兰州,2017-11-17,良,88,270,59,121,30,52,1,29
兰州,2017-11-18,良,80,339,44,108,36,52,1,22
兰州,2017-11-19,良,75,269,37,98,39,38,1,37
兰州,2017-11-20,良,88,289,45,124,30,66,1,22
兰州,2017-11-21,良,75,211,39,97,33,48,1,38
兰州,2017-11-22,良,77,246,39,103,28,62,1,40
兰州,2017-11-23,良,90,343,49,128,39,77,2,32
兰州,2017-11-24,轻度污染,106,355,66,159,41,81,2,22
兰州,2017-11-25,轻度污染,109,320,70,164,53,80,3,24
兰州,2017-11-26,轻度污染,122,336,82,183,50,95,3,29
兰州,2017-11-27,轻度污染,113,296,81,168,45,81,2,25
兰州,2017-11-28,良,94,200,55,133,40,67,2,27
兰州,2017-11-29,良,95,260,52,138,44,69,2,27
兰州,2017-11-30,良,88,322,47,123,38,82,2,32
兰州,2017-12-1,轻度污染,113,322,75,167,51,95,2,27
兰州,2017-12-2,轻度污染,131,302,98,190,56,102,3,25
兰州,2017-12-3,轻度污染,108,257,79,152,48,82,2,33
兰州,2017-12-4,良,72,213,41,93,34,65,1,36
兰州,2017-12-5,良,76,213,40,101,32,71,2,27
兰州,2017-12-6,良,86,163,56,120,46,66,2,25
兰州,2017-12-7,良,72,122,41,92,41,56,1,30
兰州,2017-12-8,良,76,216,43,100,48,64,2,21
兰州,2017-12-9,良,96,270,57,139,54,68,2,28
兰州,2017-12-10,良,98,255,59,144,43,83,2,29
兰州,2017-12-11,轻度污染,116,319,82,175,55,91,3,26
兰州,2017-12-12,轻度污染,109,308,75,163,55,82,3,27
兰州,2017-12-13,轻度污染,121,334,88,175,67,81,2,31
兰州,2017-12-14,良,88,233,50,124,34,52,1,34
兰州,2017-12-15,良,68,201,34,85,29,38,1,50
兰州,2017-12-16,良,58,176,30,66,25,45,1,42
兰州,2017-12-17,良,93,319,64,131,49,75,2,24
兰州,2017-12-18,良,89,296,60,121,55,70,2,22
兰州,2017-12-19,轻度污染,104,322,73,142,61,84,3,31
兰州,2017-12-20,轻度污染,132,348,99,185,69,104,4,25
兰州,2017-12-21,中度污染,167,360,126,215,65,122,4,26
兰州,2017-12-22,轻度污染,148,312,112,197,73,112,4,23
兰州,2017-12-23,良,97,134,50,141,38,64,2,34
兰州,2017-12-24,轻度污染,115,238,63,178,51,85,3,25
兰州,2017-12-25,轻度污染,111,309,76,167,61,92,3,26
兰州,2017-12-26,轻度污染,121,272,88,177,75,112,4,23
兰州,2017-12-27,中度污染,152,290,115,208,62,124,4,29
兰州,2017-12-28,严重污染,273,351,142,657,46,77,3,32
兰州,2017-12-29,严重污染,481,361,119,720,13,43,1,44
兰州,2017-12-30,严重污染,319,356,104,435,22,65,2,23
兰州,2017-12-31,中度污染,187,302,102,319,45,79,3,26
兰州,2018-1-1,轻度污染,147,275,93,240,57,90,3,40
兰州,2018-1-2,良,89,179,37,125,20,35,1,51
兰州,2018-1-3,良,96,300,65,115,25,46,1,35
兰州,2018-1-4,轻度污染,125,354,94,130,20,60,2,23
兰州,2018-1-5,轻度污染,110,317,82,112,14,46,2,24
兰州,2018-1-6,良,91,229,67,95,16,28,1,52
兰州,2018-1-7,良,69,206,38,87,17,21,1,68
兰州,2018-1-8,良,83,248,50,114,28,59,2,40
兰州,2018-1-9,轻度污染,101,347,73,142,48,81,2,31
兰州,2018-1-10,轻度污染,110,344,79,151,52,94,3,30
兰州,2018-1-11,轻度污染,114,337,85,151,55,90,3,28
兰州,2018-1-12,轻度污染,130,342,98,172,60,93,3,24
兰州,2018-1-13,轻度污染,140,304,102,187,50,83,3,37
兰州,2018-1-14,轻度污染,117,247,82,173,50,74,2,30
兰州,2018-1-15,轻度污染,113,196,73,144,29,53,2,40
兰州,2018-1-16,轻度污染,109,190,67,165,53,84,3,36
兰州,2018-1-17,轻度污染,124,216,42,169,19,38,1,53
兰州,2018-1-18,良,99,152,60,146,50,75,2,22
兰州,2018-1-19,轻度污染,113,183,79,170,55,78,3,30
兰州,2018-1-20,良,91,155,61,128,50,72,2,28
兰州,2018-1-21,良,85,171,49,119,48,61,2,31
兰州,2018-1-22,良,94,237,53,135,44,62,2,39
兰州,2018-1-23,良,94,242,57,136,39,62,2,38
兰州,2018-1-24,良,92,300,62,128,32,56,2,29
兰州,2018-1-25,轻度污染,102,333,73,129,29,46,1,40
兰州,2018-1-26,轻度污染,123,348,92,135,35,59,2,37
兰州,2018-1-27,轻度污染,105,308,78,113,28,32,1,56
兰州,2018-1-28,良,72,215,38,92,19,24,1,56
兰州,2018-1-29,良,83,220,56,110,24,43,1,39
兰州,2018-1-30,良,75,157,41,98,28,25,1,56
兰州,2018-1-31,轻度污染,110,282,60,169,30,62,2,33
兰州,2018-2-1,良,91,219,53,131,32,50,2,45
兰州,2018-2-2,良,75,196,35,97,17,38,1,55
兰州,2018-2-3,良,83,297,53,115,27,50,2,42
兰州,2018-2-4,良,83,282,56,114,29,59,2,41
兰州,2018-2-5,轻度污染,105,335,77,140,39,70,2,40
兰州,2018-2-6,良,97,296,71,127,42,70,2,42
兰州,2018-2-7,良,93,221,61,134,44,72,2,34
兰州,2018-2-8,良,91,182,60,128,33,62,2,36
兰州,2018-2-9,严重污染,376,366,133,805,12,21,1,73
兰州,2018-2-10,良,81,164,32,111,11,26,1,68
兰州,2018-2-11,良,91,220,51,130,46,53,2,45
兰州,2018-2-12,良,85,250,53,119,45,67,2,40
兰州,2018-2-13,轻度污染,106,305,78,147,51,86,3,38
兰州,2018-2-14,良,95,252,62,127,36,66,2,40
兰州,2018-2-15,良,75,171,47,98,50,58,2,43
兰州,2018-2-16,良,100,140,71,139,63,65,2,50
兰州,2018-2-17,良,84,171,39,115,20,25,1,78
兰州,2018-2-18,良,64,193,32,75,23,22,1,68
兰州,2018-2-19,良,72,253,43,90,21,30,1,64
兰州,2018-2-20,良,63,179,35,75,21,18,1,79
兰州,2018-2-21,良,51,154,34,51,20,29,1,65
兰州,2018-2-22,良,68,219,47,78,31,60,2,52
兰州,2018-2-23,良,75,252,39,98,26,44,1,48
兰州,2018-2-24,轻度污染,128,349,50,203,27,49,1,50
兰州,2018-2-25,良,95,293,53,138,36,69,2,58
兰州,2018-2-26,良,85,239,53,118,44,64,2,46
兰州,2018-2-27,良,85,239,60,104,18,60,2,44
兰州,2018-2-28,良,75,223,49,93,32,55,2,60
兰州,2018-3-1,良,64,175,32,76,30,56,1,56
兰州,2018-3-2,良,89,283,57,119,44,78,2,46
兰州,2018-3-3,良,95,257,47,136,31,48,1,53
兰州,2018-3-4,良,66,227,34,80,12,33,1,70
兰州,2018-3-5,良,59,253,35,65,14,41,1,57
兰州,2018-3-6,良,68,277,47,80,19,51,1,50
兰州,2018-3-7,轻度污染,119,352,53,187,18,42,1,56
兰州,2018-3-8,良,90,309,42,128,22,61,1,50
兰州,2018-3-9,良,83,252,46,115,31,69,2,48
兰州,2018-3-10,良,82,212,47,108,26,71,1,61
兰州,2018-3-11,良,86,223,55,120,34,74,2,59
兰州,2018-3-12,良,93,236,57,132,29,78,2,63
兰州,2018-3-13,良,84,206,49,115,30,74,1,52
兰州,2018-3-14,良,86,238,44,109,36,76,1,63
兰州,2018-3-15,中度污染,190,347,58,286,19,50,1,59
兰州,2018-3-16,重度污染,223,354,66,347,22,51,1,80
兰州,2018-3-17,严重污染,323,364,89,434,16,25,1,85
兰州,2018-3-18,中度污染,180,354,72,307,16,30,1,74
兰州,2018-3-19,重度污染,203,361,73,328,18,47,1,57
兰州,2018-3-20,轻度污染,144,345,71,222,7,32,1,68
兰州,2018-3-21,轻度污染,147,356,61,237,13,46,1,67
兰州,2018-3-22,良,97,276,43,141,22,64,1,46
兰州,2018-3-23,良,76,132,34,101,17,53,1,59
兰州,2018-3-24,良,78,159,32,103,18,55,1,66
兰州,2018-3-25,良,89,211,44,123,22,59,1,75
兰州,2018-3-26,轻度污染,141,335,61,231,24,70,1,53
兰州,2018-3-27,轻度污染,123,319,58,195,28,70,2,60
兰州,2018-3-28,轻度污染,103,276,52,154,31,67,1,66
兰州,2018-3-29,轻度污染,118,299,44,183,16,55,1,68
兰州,2018-3-30,中度污染,157,342,68,248,7,25,1,73
兰州,2018-3-31,轻度污染,141,336,63,231,12,37,1,57
兰州,2018-4-1,轻度污染,123,292,56,194,16,58,1,61
兰州,2018-4-2,轻度污染,109,272,52,163,24,63,1,83
兰州,2018-4-3,重度污染,206,347,66,339,9,25,1,74
兰州,2018-4-4,严重污染,325,358,155,895,16,38,1,59
兰州,2018-4-5,重度污染,239,347,78,347,5,14,1,83
兰州,2018-4-6,轻度污染,145,353,50,230,7,23,1,79
兰州,2018-4-7,良,97,331,43,142,20,60,1,56
兰州,2018-4-8,轻度污染,103,342,48,149,25,69,1,59
兰州,2018-4-9,中度污染,170,344,74,282,23,53,1,66
兰州,2018-4-10,严重污染,333,355,135,534,11,45,1,52
兰州,2018-4-11,轻度污染,148,324,64,244,22,58,1,56
兰州,2018-4-12,轻度污染,118,343,64,182,10,54,1,44
兰州,2018-4-13,良,94,342,44,137,5,19,0,82
兰州,2018-4-14,良,93,299,47,133,7,42,1,77
兰州,2018-4-15,良,92,257,52,124,15,61,1,69
兰州,2018-4-16,良,97,238,48,120,16,69,1,73
兰州,2018-4-17,轻度污染,101,242,46,129,26,78,1,81
兰州,2018-4-18,良,99,235,47,142,24,63,1,85
兰州,2018-4-19,良,83,161,49,102,7,35,1,108
兰州,2018-4-20,轻度污染,105,294,64,148,5,37,1,102
兰州,2018-4-21,良,89,330,45,127,11,55,1,60
兰州,2018-4-22,良,78,334,36,104,15,44,1,69
兰州,2018-4-23,良,58,243,33,70,4,19,1,71
兰州,2018-4-24,优,41,85,23,35,5,27,1,74
兰州,2018-4-25,良,64,156,40,75,12,46,1,64
兰州,2018-4-26,良,74,180,35,96,12,39,1,76
兰州,2018-4-27,良,83,224,43,109,15,49,1,78
兰州,2018-4-28,良,85,204,40,104,11,56,1,77
兰州,2018-4-29,良,85,193,39,117,9,49,1,76
兰州,2018-4-30,良,57,128,28,54,4,23,0,96
兰州,2018-5-1,良,75,239,37,97,10,33,1,82
兰州,2018-5-2,良,94,337,39,136,12,45,1,86
兰州,2018-5-3,良,87,340,38,116,12,50,1,86
兰州,2018-5-4,轻度污染,114,352,51,166,5,28,1,91
兰州,2018-5-5,良,73,254,31,84,4,19,0,106
兰州,2018-5-6,良,59,197,27,59,5,37,1,84
兰州,2018-5-7,良,77,290,28,74,9,40,1,115
兰州,2018-5-8,良,60,160,26,65,4,33,1,78
兰州,2018-5-9,良,87,274,41,120,4,23,1,75
兰州,2018-5-10,优,44,47,25,44,4,27,1,65
兰州,2018-5-11,良,76,273,35,80,10,43,1,91
兰州,2018-5-12,良,94,308,43,132,16,54,1,93
兰州,2018-5-13,轻度污染,122,352,55,182,21,65,1,71
兰州,2018-5-14,良,93,282,42,113,14,50,1,94
兰州,2018-5-15,良,91,300,44,129,10,37,1,87
兰州,2018-5-16,中度污染,199,361,75,285,6,24,0,79
兰州,2018-5-17,良,97,347,46,142,10,31,1,73
兰州,2018-5-18,轻度污染,126,361,55,174,9,30,1,97
兰州,2018-5-19,轻度污染,108,356,63,150,5,23,1,97
兰州,2018-5-20,良,65,303,32,77,10,38,1,71
兰州,2018-5-21,良,70,326,38,89,6,27,0,86
兰州,2018-5-22,良,60,241,22,59,11,33,1,92
兰州,2018-5-23,良,67,154,23,73,12,43,1,84
兰州,2018-5-24,良,66,138,28,76,10,38,1,76
兰州,2018-5-25,中度污染,173,349,58,252,13,28,1,98
兰州,2018-5-26,轻度污染,143,309,68,233,6,27,1,116
兰州,2018-5-27,轻度污染,124,342,57,195,15,54,1,74
兰州,2018-5-28,良,100,270,41,136,22,58,1,84
兰州,2018-5-29,良,79,201,30,100,16,52,1,72
兰州,2018-5-30,良,86,263,31,95,20,51,1,91
兰州,2018-5-31,良,67,197,25,82,8,35,0,91
兰州,2018-6-1,良,73,191,31,79,8,34,1,112
兰州,2018-6-2,良,92,265,35,130,14,37,1,90
兰州,2018-6-3,良,71,170,34,82,5,20,0,100
兰州,2018-6-4,良,63,158,26,69,13,47,1,70
兰州,2018-6-5,良,97,298,34,95,21,61,1,99
兰州,2018-6-6,良,86,242,39,110,13,46,1,66
兰州,2018-6-7,良,68,182,37,83,14,44,1,67
兰州,2018-6-8,良,57,191,24,45,8,30,1,87
兰州,2018-6-9,良,75,334,23,54,16,38,1,104
